IDENTITAS,UMUR,JENIS_KELAMIN,PENGALAMAN_MENGEMUDI,PENDIDIKAN,PENGHASILAN,SKOR_KREDIT,PEMILIK_KENDARAAN,TAHUN_PRODUKSI,STATUS,ANAK,KODE_POS,KM_PER_TAHUN,JENIS_KENDARAAN,TILANG_NGEBUT,TILANG_MABUK,KECELAKAAN_SEBELUMNYA,KLAIM
328664,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.3662098408890193,tidak,sebelum 2020,belum menikah,tidak ada,32765,10000.0,keluarga,0,0,0,ya
606142,antara 40-65 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5094372527074583,ya,setelah 2020,menikah,ada,32765,8000.0,keluarga,2,0,2,tidak
206134,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.6133896915585907,tidak,sebelum 2020,belum menikah,tidak ada,10238,12000.0,keluarga,0,0,0,ya
195959,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6749718971794846,ya,setelah 2020,menikah,ada,92101,12000.0,keluarga,2,0,0,tidak
647122,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6126814428612573,tidak,setelah 2020,belum menikah,tidak ada,10238,13000.0,keluarga,3,0,1,ya
55396,antara 25-40 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.5275057358985888,tidak,sebelum 2020,belum menikah,tidak ada,32765,15000.0,keluarga,0,0,0,ya
349851,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4038738668665778,ya,setelah 2020,belum menikah,ada,10238,15000.0,keluarga,1,0,0,tidak
329801,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6522632312864586,ya,setelah 2020,belum menikah,ada,32765,9000.0,keluarga,3,1,1,tidak
890672,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.632071900431844,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,3,0,2,tidak
25825,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,ya
273676,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.7088589461787946,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,2,2,1,tidak
573910,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6107452144722096,tidak,sebelum 2020,menikah,ada,92101,10000.0,keluarga,10,0,2,tidak
242100,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.4709021936145576,ya,setelah 2020,belum menikah,ada,10238,10000.0,keluarga,2,0,1,tidak
587145,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6637272722430558,ya,setelah 2020,belum menikah,ada,10238,15000.0,keluarga,5,0,3,tidak
273939,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6713585572774622,ya,setelah 2020,menikah,ada,32765,6000.0,keluarga,8,1,2,tidak
905593,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.5357575590071443,ya,sebelum 2020,belum menikah,ada,32765,11000.0,keluarga,0,0,0,ya
545992,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6609333089751197,ya,sebelum 2020,menikah,tidak ada,10238,9000.0,keluarga,2,0,3,tidak
969562,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.2158830849082594,ya,sebelum 2020,menikah,ada,32765,10000.0,keluarga,4,0,1,tidak
363787,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 1-2x UMR,0.5240293740807962,ya,sebelum 2020,belum menikah,tidak ada,32765,14000.0,keluarga,4,0,1,tidak
416920,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.5846714102071112,ya,setelah 2020,menikah,ada,32765,11000.0,keluarga,13,1,3,tidak
664716,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.4736095690653534,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,2,0,2,tidak
906950,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5064086371116839,tidak,setelah 2020,menikah,ada,10238,11000.0,keluarga,3,0,2,tidak
344660,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.502144711398539,ya,sebelum 2020,belum menikah,tidak ada,32765,13000.0,keluarga,4,0,3,ya
129882,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4095777894765035,ya,setelah 2020,belum menikah,tidak ada,10238,12000.0,keluarga,0,0,0,tidak
851428,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.2778104486315901,tidak,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,2,ya
766789,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.6616536709828063,ya,sebelum 2020,belum menikah,ada,92101,12000.0,keluarga,1,0,0,tidak
534886,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.5888889061756829,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,2,0,2,tidak
791078,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5758378032781618,ya,setelah 2020,belum menikah,ada,10238,14000.0,keluarga,1,0,0,tidak
924520,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.7519971243463806,ya,sebelum 2020,belum menikah,ada,32765,9000.0,keluarga,0,0,0,tidak
449811,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,,ya,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,1,0,0,tidak
435122,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6115255635879427,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,6,1,9,tidak
102844,antara 40-65 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.6487617772165083,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,0,0,0,tidak
9863,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.7221845906508915,ya,setelah 2020,belum menikah,tidak ada,10238,15000.0,keluarga,2,2,1,tidak
592668,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.2983405315294405,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,ya
457936,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.3943131593188522,tidak,sebelum 2020,menikah,ada,32765,12000.0,keluarga,2,1,2,tidak
384974,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,antara 2-3x UMR,0.5010180026077341,tidak,sebelum 2020,menikah,ada,10238,8000.0,keluarga,1,0,3,tidak
933410,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,antara 2-3x UMR,0.6695109646953296,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,3,0,1,tidak
297690,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.5083268520271713,tidak,sebelum 2020,menikah,ada,10238,9000.0,keluarga,2,0,0,tidak
280096,antara 40-65 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.730309867150182,ya,setelah 2020,belum menikah,ada,10238,,keluarga,0,0,2,tidak
512035,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 1-2x UMR,0.4503634589093056,tidak,sebelum 2020,belum menikah,tidak ada,32765,7000.0,keluarga,2,0,0,tidak
518188,antara 25-40 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 2-3x UMR,0.4374226306331744,ya,setelah 2020,menikah,ada,32765,12000.0,keluarga,0,0,0,tidak
942224,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,antara 2-3x UMR,0.5617018828890193,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
347653,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4669035543886058,ya,setelah 2020,belum menikah,ada,32765,11000.0,keluarga,5,3,3,tidak
978369,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.277330465062199,tidak,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,0,0,0,ya
290516,lebih dari 65 tahun,perempuan,antara 20-30 tahun,tidak ada,lebih dari 3x UMR,0.6736612645600645,ya,sebelum 2020,menikah,ada,32765,10000.0,keluarga,1,0,1,tidak
430766,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.2907696723906524,ya,sebelum 2020,belum menikah,ada,92101,14000.0,keluarga,0,0,0,ya
212303,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.7086878384235843,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,1,1,7,tidak
753838,antara 40-65 tahun,laki-laki,antara 10-20 tahun,tidak ada,lebih dari 3x UMR,0.5047539827483274,ya,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
754299,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,,ya,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,0,0,0,ya
872973,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6741173026157443,ya,setelah 2020,menikah,tidak ada,10238,13000.0,keluarga,1,1,1,tidak
517511,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3460042308900576,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
357194,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.5961511521802579,tidak,sebelum 2020,belum menikah,tidak ada,10238,11000.0,keluarga,0,0,0,ya
632227,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.5584297222497407,ya,sebelum 2020,menikah,ada,32765,7000.0,keluarga,0,0,0,ya
73173,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.4795650162746911,ya,sebelum 2020,belum menikah,tidak ada,10238,12000.0,keluarga,2,1,1,tidak
717908,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5677135244725591,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
196865,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,,ya,setelah 2020,menikah,ada,10238,6000.0,keluarga,6,0,5,tidak
826053,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.7244869628614676,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,6,1,3,tidak
394342,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.4612268925007986,ya,sebelum 2020,belum menikah,tidak ada,32765,12000.0,sport,0,0,0,ya
344827,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 2-3x UMR,0.4596170604546482,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,3,1,3,tidak
425747,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6082027648430689,tidak,setelah 2020,menikah,ada,32765,6000.0,keluarga,0,0,0,tidak
582667,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6848940070987218,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,ya
53828,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4987146666985322,tidak,sebelum 2020,menikah,ada,10238,8000.0,keluarga,0,0,0,ya
339853,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.704085650847231,ya,setelah 2020,menikah,ada,32765,7000.0,keluarga,12,0,5,tidak
932809,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3292359274424569,ya,sebelum 2020,belum menikah,tidak ada,92101,13000.0,keluarga,0,0,0,ya
7866,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,ada,10238,15000.0,sport,0,0,0,tidak
272776,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.5585866661510136,ya,sebelum 2020,menikah,ada,32765,,keluarga,17,0,3,tidak
26248,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6305716881715939,ya,setelah 2020,menikah,ada,92101,10000.0,sport,4,1,4,ya
545309,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5501302706237786,ya,setelah 2020,menikah,ada,10238,7000.0,sport,2,0,1,tidak
236191,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.0972109997290097,tidak,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,ya
918612,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.5116467664654503,tidak,setelah 2020,belum menikah,tidak ada,92101,16000.0,keluarga,0,0,0,ya
910531,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.3322031062528092,ya,sebelum 2020,belum menikah,ada,10238,15000.0,sport,0,0,0,ya
854685,antara 25-40 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.4638268843521842,tidak,sebelum 2020,belum menikah,tidak ada,10238,18000.0,keluarga,0,0,0,ya
829614,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4107534729412132,ya,setelah 2020,belum menikah,tidak ada,32765,11000.0,keluarga,1,0,1,tidak
498195,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.49825957406754,ya,sebelum 2020,menikah,tidak ada,10238,11000.0,keluarga,1,0,5,tidak
277626,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3635155818200086,tidak,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,2,ya
527665,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,antara 1-2x UMR,0.481567980309193,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,3,1,3,tidak
449921,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6329125316171743,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,1,0,0,tidak
953688,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3863765509928501,ya,sebelum 2020,belum menikah,tidak ada,10238,12000.0,keluarga,0,0,0,ya
925647,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.6127350251833245,ya,sebelum 2020,menikah,ada,32765,13000.0,keluarga,0,0,0,ya
104866,antara 40-65 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,,tidak,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,0,0,ya
400562,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.4948332302558839,tidak,setelah 2020,menikah,ada,10238,8000.0,keluarga,2,0,3,tidak
508723,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,antara 2-3x UMR,,ya,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,3,tidak
277802,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5681315286992283,tidak,setelah 2020,menikah,tidak ada,92101,17000.0,keluarga,0,0,0,ya
630035,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.7453860538131073,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,3,1,0,tidak
276256,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6027617226896056,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,1,tidak
177582,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.3925521411624277,tidak,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,ya
403686,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.4965338738721264,ya,sebelum 2020,menikah,ada,10238,6000.0,keluarga,0,0,0,tidak
650746,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,,tidak,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,3,ya
776379,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.7765591455706297,ya,sebelum 2020,belum menikah,ada,32765,13000.0,keluarga,3,0,0,tidak
777885,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6182580991974427,ya,sebelum 2020,menikah,ada,10238,15000.0,keluarga,2,0,1,tidak
781035,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.2343895342350447,ya,sebelum 2020,belum menikah,tidak ada,32765,12000.0,keluarga,0,0,0,ya
828324,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.3505304279819008,tidak,sebelum 2020,menikah,ada,32765,8000.0,keluarga,0,0,0,ya
813341,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,tidak ada,antara 2-3x UMR,0.4874645595687514,ya,sebelum 2020,menikah,ada,32765,5000.0,keluarga,3,0,0,tidak
827898,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6695729313068942,ya,setelah 2020,belum menikah,ada,21217,11000.0,keluarga,3,0,1,ya
457285,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.6001996811721423,ya,sebelum 2020,belum menikah,ada,10238,,keluarga,1,0,0,tidak
680919,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4256430305423096,tidak,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,ya
79260,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4772592012898568,tidak,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,2,0,4,ya
308586,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.4358748607590172,tidak,setelah 2020,menikah,ada,92101,12000.0,keluarga,0,0,0,ya
171762,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3930116698115786,tidak,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,2,1,4,tidak
85568,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4143016805242815,ya,sebelum 2020,menikah,ada,10238,,keluarga,1,0,1,tidak
973470,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.4699857525886301,ya,sebelum 2020,belum menikah,ada,32765,11000.0,keluarga,0,0,0,ya
456102,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.328671664213881,ya,setelah 2020,belum menikah,ada,10238,,keluarga,3,0,1,tidak
702884,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,ya
145769,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,0,0,0,ya
486729,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6381004203412624,tidak,sebelum 2020,menikah,ada,10238,,keluarga,2,1,4,tidak
46172,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6357600253126064,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,1,0,3,tidak
366895,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,kurang dari UMR,0.3045477014251953,ya,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,ya
949933,antara 40-65 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,ada,10238,9000.0,keluarga,0,0,0,ya
795366,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
685602,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6641451987815057,tidak,sebelum 2020,menikah,ada,10238,9000.0,keluarga,3,0,0,tidak
454978,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5579951427753703,ya,setelah 2020,menikah,tidak ada,10238,12000.0,keluarga,0,0,0,tidak
811551,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.3699006108349729,ya,sebelum 2020,menikah,tidak ada,32765,13000.0,keluarga,0,0,0,tidak
569958,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6065484983345751,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,4,0,0,tidak
841491,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.6469238969549422,tidak,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,1,tidak
116199,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.3977001998989168,ya,setelah 2020,belum menikah,ada,32765,13000.0,keluarga,0,0,0,ya
893542,antara 40-65 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.7928853742076165,ya,sebelum 2020,belum menikah,ada,10238,,keluarga,1,0,1,tidak
96421,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.7042280046651094,ya,setelah 2020,belum menikah,tidak ada,10238,14000.0,keluarga,5,0,2,tidak
293475,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6567180218384583,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,2,tidak
203613,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,belum menikah,ada,92101,11000.0,keluarga,1,1,2,tidak
78172,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,,ya,sebelum 2020,menikah,tidak ada,10238,9000.0,sport,2,1,0,tidak
329676,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,antara 2-3x UMR,0.5938543280814313,tidak,setelah 2020,belum menikah,ada,10238,11000.0,sport,0,0,0,tidak
200506,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.4234802054638045,ya,setelah 2020,belum menikah,ada,10238,17000.0,keluarga,0,0,1,tidak
642689,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 2-3x UMR,0.4118137181793745,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,0,0,0,tidak
965846,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5237786428900093,ya,sebelum 2020,menikah,ada,10238,8000.0,keluarga,2,0,1,tidak
913065,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4370059167559577,ya,setelah 2020,menikah,ada,32765,7000.0,keluarga,4,1,2,tidak
377816,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.26792669036558,tidak,setelah 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,tidak
996456,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,lebih dari 3x UMR,0.6654769083432548,ya,sebelum 2020,belum menikah,tidak ada,10238,16000.0,keluarga,3,0,0,tidak
605373,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.4352284719693461,tidak,setelah 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
947853,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5502490277614757,ya,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,0,0,1,tidak
839760,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,kurang dari UMR,0.3549671388000978,tidak,setelah 2020,menikah,ada,32765,8000.0,keluarga,4,0,1,ya
397560,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.2558368788769217,ya,sebelum 2020,menikah,ada,10238,,keluarga,0,0,3,tidak
400017,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.2701930462498648,ya,setelah 2020,menikah,tidak ada,10238,12000.0,keluarga,0,0,1,tidak
439231,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.7140675054489758,ya,setelah 2020,menikah,ada,32765,8000.0,keluarga,0,0,0,ya
417103,antara 25-40 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.3322173325159018,tidak,sebelum 2020,menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
267023,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.3189177392150015,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,0,ya
245117,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6282607890183867,ya,setelah 2020,menikah,ada,10238,13000.0,keluarga,0,0,0,tidak
202518,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3135714708801836,tidak,sebelum 2020,menikah,ada,10238,8000.0,keluarga,0,0,2,tidak
862679,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.8275166511075266,tidak,sebelum 2020,belum menikah,ada,10238,,keluarga,3,1,3,tidak
741377,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6150016644670072,ya,setelah 2020,menikah,ada,10238,7000.0,keluarga,4,1,2,tidak
880628,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.4271866929096974,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,1,ya
568152,antara 25-40 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,ya
612154,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.5705957708938973,ya,sebelum 2020,menikah,tidak ada,10238,12000.0,keluarga,0,0,0,tidak
