UMUR,PEKERJAAN,STATUS_PERKAWINAN,PENDIDIKAN,KREDIT_RUMAH,PINJAMAN,MENGHUBUNGI_DENGAN,LAMA_BICARA,JUMLAH_KONTAK_SEKARANG,JUMLAH_KONTAK_SEBELUMNYA,HASIL_SEBELUMNYA,DEPOSITO
29,administrasi,lajang,lulus universitas,ya,tidak ada,HP,232,1,1,gagal,sukses
32,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,407,2,1,sukses,belum
52,administrasi,cerai,lulus SMP,ya,ada,HP,9,5,1,gagal,belum
46,administrasi,menikah,lulus SMA,ya,tidak ada,HP,308,1,1,gagal,belum
36,administrasi,menikah,lulus diploma,tidak,tidak ada,HP,55,1,1,gagal,belum
35,administrasi,menikah,lulus SMA,ya,ada,HP,444,1,1,gagal,belum
40,buruh,cerai,lulus SMP,tidak,tidak ada,HP,54,1,1,gagal,belum
50,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,402,4,1,gagal,belum
34,teknisi,menikah,lulus diploma,ya,tidak ada,HP,30,1,1,gagal,belum
47,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,226,1,1,gagal,belum
36,buruh,lajang,tidak lulus SD,ya,tidak ada,HP,279,1,1,gagal,belum
37,administrasi,lajang,lulus universitas,ya,tidak ada,HP,96,2,3,sukses,belum
20,mahasiswa,lajang,tidak lulus SD,ya,ada,HP,240,1,1,gagal,sukses
35,administrasi,lajang,lulus SMA,ya,ada,HP,130,1,1,gagal,belum
37,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,124,1,1,gagal,belum
53,teknisi,cerai,lulus universitas,tidak,tidak ada,HP,705,1,1,gagal,sukses
51,teknisi,menikah,lulus diploma,ya,ada,HP,297,1,2,sukses,sukses
37,buruh,menikah,lulus SMP,ya,tidak ada,HP,158,1,1,gagal,belum
32,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,444,1,1,gagal,sukses
45,pelayan,menikah,lulus SMA,ya,tidak ada,HP,67,3,1,gagal,belum
24,administrasi,lajang,lulus SMA,ya,tidak ada,HP,255,1,1,gagal,belum
39,pengangguran,menikah,lulus universitas,ya,tidak ada,HP,74,1,1,gagal,belum
41,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,696,2,3,gagal,sukses
67,freelance,menikah,lulus universitas,ya,tidak ada,HP,68,4,1,gagal,belum
33,administrasi,menikah,lulus universitas,ya,tidak ada,HP,623,1,1,sukses,sukses
58,wiraswasta,menikah,lulus SMA,tidak,tidak ada,HP,145,1,2,gagal,belum
46,buruh,cerai,lulus SMP,tidak,tidak ada,HP,169,1,1,gagal,belum
57,administrasi,menikah,tidak lulus SD,ya,tidak ada,HP,164,2,1,gagal,belum
32,karyawan,lajang,lulus universitas,ya,ada,telepon rumah,326,3,1,gagal,belum
65,administrasi,menikah,lulus universitas,ya,tidak ada,HP,407,3,1,gagal,sukses
54,teknisi,menikah,lulus SMA,tidak,tidak ada,HP,58,3,2,gagal,belum
49,buruh,menikah,lulus SMP,tidak,tidak ada,HP,301,1,1,sukses,sukses
42,administrasi,lajang,lulus SMA,ya,tidak ada,HP,92,1,1,gagal,belum
35,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,199,2,1,gagal,belum
30,pelayan,lajang,lulus SMA,ya,tidak ada,HP,55,2,1,gagal,belum
56,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,968,2,3,sukses,sukses
44,buruh,menikah,lulus diploma,tidak,tidak ada,HP,283,1,2,gagal,belum
34,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,346,1,1,gagal,sukses
37,pelayan,menikah,lulus SMA,tidak,tidak ada,telepon rumah,108,2,1,gagal,belum
48,pelayan,cerai,lulus SMA,ya,tidak ada,HP,90,3,1,gagal,belum
35,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,415,1,2,gagal,sukses
43,administrasi,menikah,lulus SMA,ya,tidak ada,telepon rumah,121,2,1,gagal,belum
52,buruh,lajang,lulus SMP,tidak,tidak ada,HP,174,2,1,sukses,sukses
26,teknisi,lajang,lulus diploma,ya,tidak ada,HP,163,2,1,sukses,sukses
68,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,102,1,2,sukses,sukses
41,freelance,menikah,lulus universitas,ya,tidak ada,HP,884,1,1,gagal,belum
29,teknisi,menikah,lulus universitas,ya,tidak ada,HP,192,1,1,gagal,sukses
50,administrasi,menikah,lulus SMA,ya,tidak ada,HP,98,2,1,gagal,belum
46,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,358,1,1,gagal,belum
34,PRT,lajang,lulus SMA,tidak,tidak ada,HP,351,7,1,gagal,belum
32,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,158,2,1,gagal,belum
47,freelance,menikah,lulus SMP,ya,tidak ada,HP,258,1,1,gagal,belum
27,karyawan,lajang,lulus universitas,ya,ada,HP,21,4,1,gagal,belum
36,pelayan,menikah,lulus universitas,ya,tidak ada,HP,97,2,1,gagal,belum
27,administrasi,lajang,lulus universitas,ya,tidak ada,HP,398,4,1,gagal,sukses
58,pensiunan,menikah,lulus universitas,tidak,tidak ada,HP,109,1,1,gagal,belum
72,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,155,1,1,sukses,belum
86,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,186,2,2,gagal,belum
66,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,229,1,1,sukses,sukses
26,administrasi,lajang,lulus universitas,ya,tidak ada,HP,115,2,1,gagal,belum
59,freelance,menikah,lulus diploma,tidak,tidak ada,HP,383,4,1,gagal,belum
38,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,1624,1,2,gagal,sukses
29,administrasi,lajang,lulus universitas,ya,tidak ada,HP,147,1,2,gagal,belum
26,buruh,menikah,lulus SMP,tidak,tidak ada,HP,136,3,1,gagal,belum
41,buruh,menikah,lulus SMP,ya,tidak ada,HP,152,1,1,gagal,belum
33,buruh,menikah,lulus SMP,tidak,tidak ada,HP,52,1,1,gagal,belum
36,freelance,lajang,lulus universitas,ya,tidak ada,HP,69,4,1,gagal,belum
45,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,150,2,1,sukses,sukses
39,buruh,menikah,lulus SMP,tidak,tidak ada,telepon rumah,281,2,1,gagal,belum
34,administrasi,menikah,lulus universitas,tidak,ada,HP,72,4,1,gagal,belum
34,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,1221,2,1,gagal,sukses
39,administrasi,menikah,lulus universitas,ya,tidak ada,telepon rumah,52,1,1,gagal,belum
35,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,130,3,1,gagal,belum
33,wiraswasta,menikah,lulus SMA,ya,tidak ada,HP,273,2,1,gagal,belum
36,buruh,menikah,lulus SMP,tidak,tidak ada,telepon rumah,191,2,1,gagal,belum
32,administrasi,cerai,lulus SMA,tidak,tidak ada,HP,115,1,1,gagal,belum
29,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,131,1,1,gagal,belum
37,wiraswasta,menikah,lulus SMA,tidak,tidak ada,HP,68,1,1,gagal,belum
36,administrasi,lajang,lulus universitas,ya,tidak ada,HP,883,1,1,gagal,belum
23,mahasiswa,lajang,lulus universitas,ya,tidak ada,HP,349,2,4,gagal,belum
29,pelayan,lajang,lulus SMA,ya,tidak ada,HP,240,3,1,gagal,belum
29,buruh,menikah,lulus SMP,ya,ada,HP,98,2,1,gagal,belum
58,administrasi,menikah,lulus diploma,ya,tidak ada,HP,98,4,2,gagal,belum
33,pelayan,menikah,lulus SMP,tidak,tidak ada,HP,225,3,1,gagal,belum
22,administrasi,lajang,lulus universitas,ya,tidak ada,telepon rumah,484,1,2,gagal,sukses
32,mahasiswa,lajang,lulus universitas,ya,tidak ada,HP,197,2,1,gagal,belum
54,administrasi,menikah,lulus universitas,ya,tidak ada,HP,91,2,1,sukses,sukses
28,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,250,2,1,sukses,sukses
44,PRT,menikah,lulus universitas,tidak,tidak ada,HP,223,1,1,gagal,belum
26,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,135,4,1,gagal,belum
59,buruh,menikah,lulus SMP,tidak,tidak ada,HP,332,2,1,gagal,belum
43,administrasi,cerai,lulus SMA,ya,tidak ada,HP,448,2,1,gagal,sukses
48,pengangguran,menikah,lulus diploma,tidak,tidak ada,HP,317,1,3,sukses,sukses
44,karyawan,menikah,lulus diploma,tidak,tidak ada,HP,65,1,1,gagal,belum
29,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,77,3,1,gagal,belum
36,teknisi,lajang,lulus diploma,ya,tidak ada,HP,126,2,1,sukses,sukses
36,administrasi,cerai,lulus universitas,tidak,ada,HP,623,2,2,sukses,sukses
46,buruh,menikah,lulus SMP,ya,tidak ada,HP,98,2,1,gagal,belum
40,administrasi,cerai,lulus SMA,ya,ada,telepon rumah,21,1,1,gagal,belum
48,administrasi,cerai,lulus universitas,tidak,tidak ada,HP,17,5,1,gagal,belum
51,karyawan,menikah,lulus universitas,ya,tidak ada,HP,131,2,4,gagal,belum
66,pensiunan,menikah,tidak lulus SD,ya,ada,telepon rumah,82,3,3,gagal,belum
49,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,362,1,1,gagal,belum
29,buruh,lajang,tidak lulus SD,ya,tidak ada,HP,340,2,1,gagal,belum
56,PRT,menikah,lulus SMA,ya,ada,telepon rumah,290,3,1,gagal,belum
56,karyawan,menikah,lulus diploma,tidak,tidak ada,HP,74,2,1,gagal,belum
45,administrasi,menikah,lulus universitas,tidak,ada,HP,158,1,1,gagal,belum
36,teknisi,menikah,lulus diploma,ya,tidak ada,HP,731,1,1,sukses,sukses
57,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,200,6,1,gagal,belum
54,karyawan,menikah,lulus SMA,tidak,tidak ada,HP,171,3,1,gagal,belum
24,mahasiswa,lajang,lulus SMA,ya,ada,HP,66,1,1,gagal,belum
56,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,193,1,1,sukses,sukses
29,administrasi,lajang,lulus universitas,ya,tidak ada,HP,215,3,1,gagal,belum
35,administrasi,menikah,lulus universitas,ya,tidak ada,HP,287,2,1,gagal,sukses
33,administrasi,menikah,lulus SMA,ya,tidak ada,HP,273,1,1,gagal,belum
44,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,210,1,3,sukses,sukses
32,wiraswasta,lajang,lulus universitas,ya,ada,HP,74,2,1,gagal,belum
36,karyawan,cerai,lulus universitas,ya,tidak ada,HP,337,1,1,sukses,sukses
32,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,292,2,1,gagal,belum
38,teknisi,menikah,lulus universitas,ya,ada,HP,113,1,1,gagal,belum
32,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,772,2,1,gagal,belum
42,administrasi,cerai,lulus diploma,tidak,tidak ada,HP,37,2,1,gagal,belum
24,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,47,1,1,gagal,belum
51,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,214,2,1,gagal,belum
28,teknisi,lajang,lulus diploma,tidak,ada,HP,162,1,1,sukses,belum
32,pelayan,lajang,lulus SMA,ya,tidak ada,HP,53,1,1,gagal,belum
52,wiraswasta,menikah,lulus universitas,ya,tidak ada,HP,126,1,2,gagal,belum
30,buruh,menikah,lulus SMP,ya,tidak ada,HP,1038,1,1,gagal,sukses
45,buruh,cerai,lulus SMP,ya,tidak ada,HP,384,1,1,gagal,belum
34,freelance,menikah,lulus universitas,ya,tidak ada,HP,905,1,1,gagal,belum
39,administrasi,menikah,lulus SMA,ya,tidak ada,HP,265,1,1,gagal,belum
65,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,197,2,1,gagal,belum
64,pensiunan,menikah,lulus SMA,tidak,tidak ada,HP,146,1,1,sukses,sukses
53,freelance,lajang,lulus universitas,tidak,ada,HP,61,2,1,gagal,belum
32,administrasi,lajang,lulus SMA,ya,tidak ada,HP,128,2,1,gagal,belum
53,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,583,2,1,gagal,sukses
50,karyawan,lajang,lulus universitas,ya,tidak ada,HP,600,2,1,gagal,belum
42,wiraswasta,menikah,lulus universitas,ya,tidak ada,HP,58,1,1,gagal,belum
38,karyawan,menikah,lulus universitas,ya,tidak ada,HP,64,1,1,gagal,belum
51,buruh,menikah,lulus universitas,tidak,tidak ada,HP,153,4,2,gagal,belum
70,administrasi,menikah,tidak lulus SD,tidak,tidak ada,HP,111,1,1,sukses,belum
37,PRT,menikah,lulus SD,tidak,tidak ada,HP,322,2,1,gagal,belum
41,administrasi,cerai,lulus SMA,ya,ada,HP,231,2,2,sukses,sukses
56,teknisi,menikah,tidak lulus SD,tidak,tidak ada,HP,776,3,1,sukses,sukses
29,administrasi,lajang,lulus SMA,ya,tidak ada,HP,443,7,1,gagal,sukses
36,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,105,2,1,gagal,belum
35,wiraswasta,menikah,lulus universitas,ya,tidak ada,HP,311,1,1,gagal,belum
41,pengangguran,menikah,lulus SMP,tidak,tidak ada,HP,135,1,1,gagal,belum
52,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,131,1,2,sukses,belum
31,administrasi,lajang,lulus universitas,ya,tidak ada,HP,165,3,1,gagal,belum
29,pelayan,menikah,lulus SD,tidak,tidak ada,HP,314,2,1,gagal,belum
57,teknisi,menikah,lulus SMA,ya,tidak ada,HP,758,1,1,gagal,belum
36,pelayan,menikah,lulus SMA,ya,ada,HP,227,2,1,gagal,sukses
39,karyawan,lajang,lulus SMA,tidak,tidak ada,HP,714,1,1,gagal,belum
33,administrasi,lajang,lulus SMA,ya,tidak ada,HP,135,1,1,gagal,belum
27,teknisi,lajang,lulus universitas,tidak,ada,HP,400,5,1,gagal,belum
31,buruh,lajang,tidak lulus SD,tidak,tidak ada,HP,148,6,1,gagal,belum
59,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,381,1,1,gagal,sukses
32,karyawan,lajang,lulus universitas,tidak,tidak ada,HP,500,2,1,gagal,sukses
26,administrasi,lajang,lulus SMA,ya,tidak ada,HP,251,1,1,gagal,sukses
34,administrasi,lajang,lulus universitas,ya,tidak ada,HP,234,1,1,gagal,belum
28,freelance,lajang,lulus universitas,tidak,tidak ada,HP,178,1,2,gagal,belum
34,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,183,2,1,gagal,belum
37,teknisi,menikah,lulus universitas,ya,tidak ada,telepon rumah,773,1,2,sukses,sukses
28,pelayan,menikah,lulus SMA,ya,tidak ada,HP,223,3,2,gagal,belum
49,karyawan,menikah,lulus universitas,ya,tidak ada,HP,846,1,1,sukses,belum
27,teknisi,lajang,lulus universitas,ya,tidak ada,HP,404,1,1,sukses,sukses
43,karyawan,menikah,lulus universitas,tidak,ada,HP,443,1,1,gagal,belum
33,buruh,menikah,lulus diploma,tidak,tidak ada,HP,119,2,1,gagal,belum
24,pelayan,lajang,lulus SMA,tidak,ada,HP,1426,2,1,gagal,belum
34,teknisi,lajang,lulus universitas,ya,ada,HP,221,3,2,sukses,sukses
25,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,595,3,1,gagal,belum
24,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,319,1,1,gagal,belum
27,pelayan,menikah,lulus universitas,tidak,tidak ada,HP,752,2,1,sukses,belum
52,teknisi,menikah,lulus SD,tidak,tidak ada,HP,152,3,1,gagal,belum
55,administrasi,menikah,lulus SMA,ya,tidak ada,HP,177,5,1,gagal,belum
25,teknisi,lajang,lulus SMA,ya,tidak ada,HP,581,3,2,gagal,belum
33,karyawan,lajang,lulus universitas,ya,tidak ada,telepon rumah,88,2,1,gagal,belum
33,teknisi,lajang,lulus universitas,ya,tidak ada,HP,71,1,1,gagal,belum
19,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,110,2,3,gagal,belum
39,karyawan,menikah,lulus universitas,tidak,tidak ada,telepon rumah,325,1,2,gagal,sukses
41,buruh,menikah,lulus SD,ya,tidak ada,HP,150,2,1,gagal,belum
38,administrasi,lajang,lulus SMA,ya,ada,HP,449,1,1,sukses,sukses
35,administrasi,lajang,lulus universitas,ya,tidak ada,HP,334,2,1,gagal,belum
37,administrasi,menikah,lulus universitas,ya,tidak ada,HP,135,1,2,gagal,belum
32,karyawan,lajang,lulus universitas,tidak,tidak ada,HP,152,2,1,sukses,belum
32,administrasi,lajang,lulus universitas,ya,tidak ada,HP,164,1,3,gagal,belum
22,mahasiswa,lajang,lulus SD,ya,tidak ada,HP,293,2,2,sukses,sukses
85,PRT,menikah,tidak lulus SD,ya,tidak ada,HP,462,1,1,gagal,sukses
38,pengangguran,lajang,lulus SMA,ya,tidak ada,HP,170,4,1,sukses,sukses
54,administrasi,cerai,lulus universitas,ya,tidak ada,HP,164,2,2,sukses,belum
62,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,329,1,2,gagal,sukses
38,pelayan,menikah,lulus SMA,ya,tidak ada,HP,324,1,1,gagal,sukses
34,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,146,1,1,gagal,belum
31,teknisi,menikah,lulus SD,ya,tidak ada,telepon rumah,51,8,1,gagal,belum
29,buruh,lajang,lulus SMP,tidak,tidak ada,telepon rumah,1563,1,2,sukses,belum
64,pensiunan,menikah,lulus SMA,ya,tidak ada,HP,79,4,2,gagal,belum
59,PRT,menikah,tidak lulus SD,ya,tidak ada,HP,518,2,1,sukses,sukses
30,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,361,2,1,gagal,belum
31,buruh,menikah,lulus SD,tidak,tidak ada,HP,680,1,1,sukses,sukses
78,pensiunan,menikah,lulus diploma,tidak,tidak ada,HP,319,2,1,gagal,sukses
30,karyawan,menikah,lulus universitas,ya,tidak ada,telepon rumah,221,1,1,gagal,belum
44,teknisi,cerai,lulus diploma,tidak,tidak ada,HP,569,1,1,gagal,belum
39,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,195,5,1,gagal,belum
27,administrasi,lajang,lulus universitas,ya,tidak ada,HP,193,1,1,gagal,belum
29,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,240,1,1,sukses,belum
34,buruh,menikah,lulus SMA,ya,tidak ada,HP,143,1,1,gagal,belum
35,pelayan,menikah,lulus SD,ya,tidak ada,HP,136,1,1,gagal,belum
31,teknisi,lajang,lulus SMP,ya,ada,HP,131,1,1,gagal,belum
27,administrasi,lajang,lulus universitas,ya,ada,HP,80,1,1,gagal,belum
31,pelayan,lajang,lulus SMA,tidak,ada,HP,369,2,1,gagal,belum
27,buruh,lajang,lulus SMP,ya,tidak ada,HP,339,2,1,gagal,belum
28,karyawan,lajang,lulus universitas,ya,tidak ada,HP,66,1,1,gagal,belum
75,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,356,2,1,gagal,sukses
38,teknisi,lajang,lulus diploma,ya,tidak ada,HP,253,1,1,gagal,belum
38,teknisi,menikah,lulus universitas,ya,tidak ada,HP,172,1,1,gagal,belum
35,buruh,menikah,tidak lulus SD,tidak,tidak ada,telepon rumah,433,3,1,gagal,sukses
32,freelance,menikah,lulus universitas,tidak,ada,HP,133,2,1,gagal,belum
34,administrasi,lajang,lulus universitas,ya,tidak ada,HP,377,6,1,sukses,sukses
57,pengangguran,menikah,lulus universitas,ya,ada,HP,79,1,1,gagal,belum
34,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,89,3,1,gagal,belum
58,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,70,1,1,gagal,belum
40,buruh,lajang,lulus SD,tidak,tidak ada,HP,139,1,1,gagal,belum
39,karyawan,menikah,lulus SMA,tidak,tidak ada,HP,328,2,1,gagal,belum
45,buruh,lajang,lulus SMP,tidak,tidak ada,HP,845,1,2,gagal,belum
59,pengangguran,menikah,lulus diploma,ya,tidak ada,HP,378,2,1,gagal,belum
38,administrasi,menikah,lulus SMA,ya,tidak ada,HP,470,1,2,gagal,sukses
43,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,57,2,2,gagal,belum
58,pensiunan,menikah,lulus SMA,ya,tidak ada,HP,242,6,1,sukses,sukses
55,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,123,2,1,gagal,belum
25,buruh,lajang,lulus diploma,ya,tidak ada,HP,179,2,1,sukses,sukses
33,pelayan,menikah,lulus SMA,ya,tidak ada,HP,236,1,1,gagal,belum
56,wiraswasta,menikah,lulus universitas,tidak,tidak ada,HP,284,1,1,gagal,belum
28,teknisi,lajang,lulus SMA,tidak,tidak ada,HP,216,1,1,gagal,sukses
34,administrasi,menikah,lulus universitas,ya,tidak ada,HP,161,1,2,gagal,belum
63,pensiunan,cerai,lulus universitas,tidak,ada,HP,317,1,1,gagal,belum
29,pelayan,lajang,lulus SMA,tidak,tidak ada,telepon rumah,116,2,1,gagal,belum
41,buruh,menikah,lulus SD,tidak,ada,HP,178,3,1,gagal,belum
51,administrasi,cerai,lulus diploma,tidak,tidak ada,HP,194,1,1,gagal,belum
38,buruh,menikah,lulus SMP,ya,tidak ada,HP,112,1,1,gagal,belum
38,teknisi,menikah,lulus universitas,ya,tidak ada,telepon rumah,173,1,3,gagal,belum
33,administrasi,menikah,lulus SMA,ya,tidak ada,HP,252,1,1,sukses,sukses
35,buruh,cerai,lulus SMP,ya,tidak ada,HP,203,2,1,gagal,belum
30,karyawan,menikah,lulus universitas,tidak,ada,HP,89,2,1,gagal,belum
29,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,278,2,1,gagal,belum
40,buruh,menikah,lulus SMA,tidak,tidak ada,HP,43,3,1,gagal,belum
44,karyawan,cerai,lulus universitas,tidak,tidak ada,HP,79,3,1,gagal,belum
31,mahasiswa,lajang,lulus universitas,tidak,tidak ada,HP,279,4,2,sukses,sukses
39,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,598,2,2,gagal,belum
49,karyawan,lajang,lulus universitas,ya,ada,HP,141,1,1,gagal,belum
36,administrasi,menikah,lulus universitas,ya,ada,HP,427,1,4,sukses,belum
31,teknisi,lajang,lulus diploma,ya,tidak ada,HP,207,5,1,gagal,belum
33,buruh,menikah,lulus SMP,tidak,tidak ada,HP,397,2,1,gagal,belum
83,pensiunan,menikah,lulus diploma,ya,tidak ada,HP,849,2,1,sukses,sukses
39,administrasi,menikah,lulus SMA,ya,tidak ada,HP,165,2,1,gagal,belum
32,administrasi,menikah,lulus universitas,ya,tidak ada,HP,293,2,2,gagal,belum
38,administrasi,menikah,lulus universitas,ya,tidak ada,HP,541,1,1,gagal,belum
48,buruh,lajang,tidak lulus SD,ya,tidak ada,HP,1203,1,1,gagal,sukses
28,pelayan,menikah,lulus SMP,ya,tidak ada,HP,847,1,1,sukses,sukses
55,pelayan,menikah,lulus SMA,ya,tidak ada,HP,45,7,1,gagal,belum
77,pensiunan,cerai,tidak lulus SD,tidak,tidak ada,HP,155,1,1,gagal,belum
29,administrasi,lajang,lulus SMA,ya,ada,HP,123,3,1,sukses,belum
30,buruh,menikah,lulus SD,ya,ada,HP,195,1,1,gagal,belum
36,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,212,7,1,sukses,belum
47,karyawan,menikah,lulus SMP,ya,tidak ada,HP,118,2,1,sukses,belum
56,buruh,menikah,lulus SMP,ya,tidak ada,HP,994,1,1,gagal,sukses
78,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,212,1,2,sukses,sukses
62,pensiunan,menikah,lulus universitas,ya,tidak ada,HP,282,1,1,sukses,sukses
38,pengangguran,cerai,lulus SMA,ya,ada,HP,715,2,1,gagal,sukses
30,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,131,3,1,gagal,belum
24,mahasiswa,lajang,lulus SMA,tidak,ada,HP,176,2,2,gagal,sukses
24,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,175,1,1,gagal,belum
35,pengangguran,lajang,lulus SD,ya,tidak ada,HP,51,1,1,gagal,belum
35,administrasi,lajang,lulus universitas,ya,tidak ada,HP,266,1,1,gagal,belum
60,administrasi,menikah,lulus diploma,ya,tidak ada,HP,473,1,1,gagal,sukses
43,buruh,menikah,lulus SD,ya,tidak ada,HP,286,1,1,gagal,belum
24,administrasi,menikah,lulus diploma,ya,tidak ada,HP,102,6,1,gagal,belum
34,teknisi,menikah,lulus SMA,ya,tidak ada,HP,225,1,1,gagal,belum
33,buruh,lajang,lulus SMA,ya,tidak ada,HP,435,2,1,gagal,belum
35,karyawan,cerai,lulus universitas,tidak,tidak ada,HP,473,2,1,gagal,sukses
43,karyawan,menikah,lulus SD,tidak,tidak ada,HP,121,1,1,gagal,belum
44,buruh,cerai,tidak lulus SD,ya,ada,HP,542,3,2,gagal,belum
70,PRT,cerai,tidak lulus SD,tidak,tidak ada,HP,213,1,1,gagal,belum
31,teknisi,lajang,lulus universitas,ya,tidak ada,HP,1514,1,1,gagal,sukses
27,pengangguran,lajang,tidak lulus SD,tidak,tidak ada,HP,238,1,2,gagal,belum
82,pensiunan,cerai,tidak lulus SD,tidak,tidak ada,HP,529,1,2,sukses,sukses
48,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,288,1,1,gagal,belum
23,administrasi,lajang,lulus universitas,ya,tidak ada,HP,104,1,2,gagal,belum
54,administrasi,cerai,lulus universitas,tidak,tidak ada,HP,288,7,2,sukses,sukses
50,buruh,menikah,lulus SMP,ya,ada,HP,186,1,1,gagal,belum
54,karyawan,menikah,lulus SD,ya,tidak ada,HP,616,3,1,gagal,belum
30,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,177,6,3,sukses,sukses
31,administrasi,cerai,lulus universitas,tidak,tidak ada,HP,200,1,1,gagal,belum
52,teknisi,cerai,lulus SMA,tidak,ada,HP,191,2,1,gagal,belum
30,administrasi,menikah,lulus universitas,ya,tidak ada,HP,129,2,1,gagal,belum
48,PRT,menikah,lulus diploma,tidak,tidak ada,HP,388,3,1,sukses,sukses
40,karyawan,menikah,lulus universitas,ya,tidak ada,HP,955,1,1,sukses,sukses
33,buruh,menikah,lulus SMP,ya,tidak ada,HP,253,3,2,gagal,belum
30,karyawan,menikah,lulus universitas,tidak,ada,HP,255,1,1,sukses,sukses
50,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,177,2,1,gagal,belum
35,administrasi,menikah,lulus universitas,ya,tidak ada,HP,211,2,1,gagal,belum
40,karyawan,menikah,lulus SMA,tidak,tidak ada,HP,253,1,1,gagal,belum
40,freelance,menikah,lulus universitas,ya,tidak ada,HP,236,1,1,gagal,belum
38,buruh,menikah,lulus SMP,tidak,tidak ada,HP,357,2,1,gagal,belum
45,buruh,menikah,lulus SD,tidak,tidak ada,HP,293,1,1,sukses,belum
31,pelayan,lajang,lulus SMA,ya,tidak ada,telepon rumah,88,1,1,gagal,belum
22,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,407,1,1,sukses,sukses
29,administrasi,lajang,lulus universitas,ya,tidak ada,HP,180,2,2,sukses,belum
49,wiraswasta,menikah,lulus SD,ya,ada,HP,330,2,1,gagal,belum
31,freelance,lajang,lulus SMA,ya,tidak ada,HP,187,2,1,gagal,belum
52,administrasi,cerai,lulus SMA,ya,tidak ada,telepon rumah,54,2,1,gagal,belum
34,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,204,1,1,sukses,sukses
26,mahasiswa,lajang,lulus SMP,ya,ada,HP,78,4,1,gagal,belum
26,wiraswasta,lajang,lulus SMA,tidak,ada,HP,297,1,1,gagal,belum
30,buruh,lajang,lulus SMA,tidak,tidak ada,HP,22,1,1,gagal,belum
32,teknisi,lajang,lulus universitas,ya,tidak ada,telepon rumah,47,1,1,gagal,belum
